"time";"prices";"quantities";"retID";"description";"retailer_code";"EAN_code";"category";"subcategory"
2024-12-21;5,12;64;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2024-12-21;6,05;200;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2024-12-21;17,22;17;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2024-12-21;9,92;27;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2024-12-21;3,8;236;"02-183";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2024-12-21;4,82;127;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;3,8;143;"02-183";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;5,91;129;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;6,02;129;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;3,05;274;"02-183";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-01-21;2,29;400;"01-460";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-01-21;10,51;28;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-01-21;6,32;24;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;22,01;213;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-01-21;2,32;213;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-01-21;3,67;100;"01-460";"ryz biały 500g cenos";138002;5900977001725;"RICE";"white rice"
2025-01-21;5,91;35;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;6,22;24;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;2,33;213;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-01-21;4,52;85;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;5,02;100;"01-460";"ryz biały 500g cenos";138002;5900977001725;"RICE";"white rice"
2025-01-21;4,12;213;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-01-21;8,42;55;"02-183";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-01-21;6,52;154;"02-183";"ryż biały 8x100g cenos";357709;5900977002159;"RICE";"white rice"
2025-01-21;3,05;190;"02-936";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-01-21;4,82;41;"02-183";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-01-21;6,52;204;"02-183";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-01-21;6,22;33;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;4,52;88;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;17,21;17;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-01-21;4,12;27;"02-183";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-01-21;5,42;255;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;6,52;290;"01-460";"ryż biały 8x100g cenos";357709;5900977002159;"RICE";"white rice"
2025-01-21;10,51;52;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-01-21;6,32;33;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;3,05;69;"02-127";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-01-21;5,22;85;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;4,82;219;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;3,32;255;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;5,22;88;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;17,21;33;"01-460";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-01-21;4,02;103;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;5,11;595;"01-460";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-01-21;6,92;341;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-01-21;2,82;762;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;8,42;173;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-01-21;4,02;114;"02-936";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;5,11;195;"02-183";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-01-21;3,04;306;"01-460";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-01-21;5,11;160;"02-936";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-01-21;10,32;52;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-01-21;6,02;35;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-01-21;4,92;88;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;3,81;762;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;4,71;255;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;6,42;18;"01-460";"ryż okrągły 4x100g sonko";626894;5902180740101;"RICE";"white rice"
2025-01-21;5,12;85;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;10,92;25;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-01-21;11,02;25;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-01-21;5,42;85;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;17,22;17;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-01-21;4,82;306;"01-460";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-01-21;7,81;154;"02-183";"ryż biały 8x100g cenos";357709;5900977002159;"RICE";"white rice"
2025-01-21;4,82;255;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;3,05;400;"01-460";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-01-21;3,81;143;"02-183";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;5;341;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-01-21;4,92;85;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;6,05;173;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-01-21;5,42;88;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;7,81;290;"01-460";"ryż biały 8x100g cenos";357709;5900977002159;"RICE";"white rice"
2025-01-21;5,12;88;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;3,8;762;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-01-21;3,74;595;"01-460";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-01-21;4,52;219;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;4,12;306;"01-460";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-01-21;10,32;28;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-01-21;17,22;33;"01-460";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-01-21;6,42;20;"02-183";"ryż okrągły 4x100g sonko";626894;5902180740101;"RICE";"white rice"
2025-01-21;4,71;219;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;4,12;41;"02-183";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-01-21;11,27;213;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-01-21;5,02;38;"02-183";"ryz biały 500g cenos";138002;5900977001725;"RICE";"white rice"
2025-01-21;6,52;341;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-01-21;5,11;110;"02-127";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-01-21;4,52;255;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-01-21;6,92;204;"02-183";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-01-21;3,53;255;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;5,02;86;"01-460";"ryz biały 500g cenos";138002;5900977001725;"RICE";"white rice"
2025-02-21;5,02;121;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;6,42;26;"01-460";"ryż okrągły 4x100g sonko";626894;5902180740101;"RICE";"white rice"
2025-02-21;4,71;78;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;11,11;24;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;6,22;25;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-02-21;4,82;63;"02-183";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-02-21;5,02;27;"02-183";"ryz biały 500g cenos";138002;5900977001725;"RICE";"white rice"
2025-02-21;3,8;194;"02-183";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;5,11;620;"01-460";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-02-21;4,12;315;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-02-21;5,22;280;"01-460";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-02-21;10,32;53;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;3,74;620;"01-460";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-02-21;6,42;28;"02-183";"ryż okrągły 4x100g sonko";626894;5902180740101;"RICE";"white rice"
2025-02-21;4,82;280;"01-460";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-02-21;5,91;76;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-02-21;3,05;87;"02-127";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-02-21;3,05;269;"02-183";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-02-21;4,12;37;"02-183";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-02-21;3,8;462;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;3,05;221;"02-936";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-02-21;5,42;333;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-02-21;3,8;121;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;5,22;63;"02-183";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-02-21;5,11;217;"02-183";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-02-21;3,81;103;"02-936";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;10,32;24;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;8,42;45;"02-183";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-02-21;7,51;99;"02-183";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-02-21;3,05;416;"01-460";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-02-21;10,92;28;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;8,82;45;"02-183";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-02-21;6,92;333;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-02-21;3,81;194;"02-183";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;4,92;73;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;17,21;32;"01-460";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-02-21;4,02;121;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;5,91;32;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-02-21;4,92;63;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;7,51;333;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-02-21;4,02;103;"02-936";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;5,11;79;"02-127";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-02-21;17,21;16;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-02-21;3,04;315;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-02-21;5;333;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-02-21;3,81;462;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;8,42;203;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-02-21;5,22;108;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;11,92;28;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;4,71;108;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;5,22;73;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;5,22;63;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-02-21;5,11;177;"02-936";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-02-21;11,11;53;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;3,81;121;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;6,33;203;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-02-21;6,92;99;"02-183";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-02-21;8,82;203;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-02-21;2,83;462;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-02-21;11,92;13;"02-127";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-02-21;6,22;31;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;5,22;191;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;4,92;74;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;4,11;191;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;3,81;82;"02-936";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-03-21;7,51;79;"02-183";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-03-21;3,18;96;"02-127";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-03-21;3,18;177;"02-936";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-03-21;5,18;612;"01-460";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-03-21;5,22;325;"01-460";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-03-21;5,52;48;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;6,01;98;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;6,01;48;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;4,71;191;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;5,18;240;"02-183";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-03-21;6,32;30;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;3,18;261;"02-183";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-03-21;4,72;191;"01-460";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;4,02;89;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-03-21;4,12;38;"02-183";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-03-21;4,11;74;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;6,32;27;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;7,51;172;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-03-21;4,92;67;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;4,72;129;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;5,52;98;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;3,18;313;"01-460";"ryż biały 4x100g  pp";246359;5904215121565;"RICE";"white rice"
2025-03-21;5,18;107;"02-127";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-03-21;6,22;30;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;8,82;197;"01-460";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-03-21;5,02;74;"02-127";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;5,18;179;"02-936";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-03-21;5,22;55;"02-183";"ryż biały 4x100g britta";663823;5906936666936;"RICE";"white rice"
2025-03-21;6,42;28;"01-460";"ryż okrągły 4x100g sonko";626894;5902180740101;"RICE";"white rice"
2025-03-21;11,11;49;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-03-21;4,12;526;"01-460";"ryż halina 500g halina";41468;5906936678434;"RICE";"white rice"
2025-03-21;3,81;89;"02-127";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-03-21;5,91;48;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;6,42;27;"02-183";"ryż okrągły 4x100g sonko";626894;5902180740101;"RICE";"white rice"
2025-03-21;3,81;302;"01-460";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-03-21;3,81;162;"02-183";"ryż biały 4x100g sonko";60409;5902180020104;"RICE";"white rice"
2025-03-21;5,02;67;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;8,42;172;"01-460";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-03-21;3,79;612;"01-460";"ryż biały 1kg  pp";473691;5904215130628;"RICE";"white rice"
2025-03-21;4,71;129;"02-183";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;5,22;67;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;4,11;67;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;17,21;14;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"white rice"
2025-03-21;11,11;26;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
2025-03-21;8,42;79;"02-183";"ryż biały 1kg  sonko";935940;5902180010211;"RICE";"white rice"
2025-03-21;4,58;30;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"white rice"
2025-03-21;5,02;103;"01-460";"ryz biały 500g cenos";138002;5900977001725;"RICE";"white rice"
2025-03-21;8,82;37;"02-183";"ryż biały 10x100g halina";130363;5906936000273;"RICE";"white rice"
2025-03-21;3,67;67;"02-936";"ryż biały 4x100g kupiec";175613;5902172000114;"RICE";"white rice"
2025-03-21;11,92;26;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"white rice"
